GEOID20,COLOR,Client_Perspective,DISTRICT,DISTRICT_C,DISTRICT_N,District_Tax_rate,District_Valuation,FID,NAME,NAME2,NAME20,NCES_DISTR,Office_Controller,Pfluger_Tier_Rank,SDLEA
4829940,5,,162-904,162904,162904,0.1778,62049402,690,McMullen County ISD,McMullen County,McMullen County Independent School District,4829940,SAN ANTONIO,,29940
4830000,6,,223-902,223902,223902,0.08,380444642,443,Meadow ISD,Meadow,Meadow Independent School District,4830000,DFW - LUBBOCK,,30000
4830030,3,p,010-901,010901,10901,0.4721,3561153379,131,Medina ISD,Medina,Medina Independent School District,4830030,SAN ANTONIO,,30030
4830060,3,p,163-908,163908,163908,0.4721,3561153379,756,Medina Valley ISD,Medina Valley,Medina Valley Independent School District,4830060,SAN ANTONIO,,30060
4830120,3,,043-908,043908,43908,0.5,221509625,991,Melissa ISD,Melissa,Melissa Independent School District,4830120,DFW,,30120
4830180,3,,096-904,096904,96904,0,268097826,83,Memphis ISD,Memphis,Memphis Independent School District,4830180,DFW - LUBBOCK,,30180
4830210,4,,164-901,164901,164901,0,720138041,470,Menard ISD,Menard,Menard Independent School District,4830210,AUSTIN,,30210
4830250,3,,108-907,108907,108907,0.34,309311202,310,Mercedes ISD,Mercedes,Mercedes Independent School District,4830250,CORPUS CHRISTI,,30250
4830300,6,,018-902,018902,18902,0.1504,551485827,823,Meridian ISD,Meridian,Meridian Independent School District,4830300,DFW,,30300
4830340,5,,221-904,221904,221904,0.1828,12593485010,253,Merkel ISD,Merkel,Merkel Independent School District,4830340,UNCATEGORIZED,,30340
4830360,6,,118-902,118902,118902,0.13,19763948110,344,Irion County ISD,Irion County,Irion County Independent School District,4830360,UNCATEGORIZED,,30360
4830390,5,,057-914,057914,57914,0.4,668997743,371,Mesquite ISD,Mesquite,Mesquite Independent School District,4830390,DFW,,30390
4830420,4,,147-903,147903,147903,0.1888,95644546,174,Mexia ISD,Mexia,Mexia Independent School District,4830420,DFW,,30420
4830450,2,,062-906,062906,62906,0,485986627,146,Meyersville ISD,Meyersville,Meyersville Independent School District,4830450,SAN ANTONIO,,30450
4830480,6,,197-902,197902,197902,0.46,49626333343,957,Miami ISD,Miami,Miami Independent School District,4830480,UNCATEGORIZED,,30480
4830570,2,,165-901,165901,165901,0.0702,8447246728,592,Midland ISD,Midland,Midland Independent School District,4830570,UNCATEGORIZED,,30570
4830600,6,,070-908,070908,70908,0.44,91811365,845,Midlothian ISD,Midlothian,Midlothian Independent School District,4830600,DFW,,30600
4830640,5,,161-903,161903,161903,0.1504,92229585,830,Midway ISD (McLennan),Midway (McLennan),Midway Independent School District,4830640,CORPUS CHRISTI,,30640
4830660,2,,039-905,039905,39905,0.1504,92229585,745,Midway ISD (Clay),Midway (Clay),Midway Independent School District,4830660,CORPUS CHRISTI,,30660
4830690,5,,166-903,166903,166903,0.28,871449670,607,Milano ISD,Milano,Milano Independent School District,4830690,AUSTIN,,30690
4830720,6,,175-910,175910,175910,0.1998,139974987,615,Mildred ISD,Mildred,Mildred Independent School District,4830720,DFW,,30720
4830750,5,,200-902,200902,200902,0.3,175747634,414,Miles ISD,Miles,Miles Independent School District,4830750,UNCATEGORIZED,,30750
4830780,3,,070-909,070909,70909,0,109862883,62,Milford ISD,Milford,Milford Independent School District,4830780,DFW,,30780
4830810,6,,112-907,112907,112907,0.29,678219741,319,Miller Grove ISD,Miller Grove,Miller Grove Independent School District,4830810,DFW,,30810
4830870,3,,184-904,184904,184904,0.3146,844791084,209,Millsap ISD,Millsap,Millsap Independent School District,4830870,DFW,,30870
4830930,7,,250-903,250903,250903,0.2221,1364888306,655,Mineola ISD,Mineola,Mineola Independent School District,4830930,DFW,,30930
4830950,2,,182-903,182903,182903,0.17,n/a,294,Mineral Wells ISD,Mineral Wells,Mineral Wells Independent School District,4830950,DFW,,30950
4831040,3,,108-908,108908,108908,0.1701,4901201545,461,Mission Cons ISD,Mission Cons,Mission Consolidated Independent School District,4831040,CORPUS CHRISTI,,31040
4831170,7,,238-902,238902,238902,0.1577,48459560,157,Monahans-Wickett-Pyote ISD,Monahans-Wickett-Pyote,Monahans-Wickett-Pyote Independent School District,4831170,UNCATEGORIZED,,31170
4831200,2,,169-908,169908,169908,0,196975814,742,Montague ISD,Montague,Montague Independent School District,4831200,DFW,,31200
4831230,7,,108-915,108915,108915,0.3,8634040397,297,Monte Alto ISD,Monte Alto,Monte Alto Independent School District,4831230,CORPUS CHRISTI,,31230
4831260,6,,170-903,170903,170903,0.3743,308061705,460,Montgomery ISD,Montgomery,Montgomery Independent School District,4831260,HOUSTON,,31260
4831290,2,,161-910,161910,161910,0.293,76255247,837,Moody ISD,Moody,Moody Independent School District,4831290,AUSTIN,,31290
4831320,3,,209-902,209902,209902,0,126651770,203,Moran ISD,Moran,Moran Independent School District,4831320,UNCATEGORIZED,,31320
4831380,2,,018-903,018903,18903,0,51107998,162,Morgan ISD,Morgan,Morgan Independent School District,4831380,DFW,,31380
4831410,6,,072-910,072910,72910,0,51107998,94,Morgan Mill ISD,Morgan Mill,Morgan Mill Independent School District,4831410,DFW,,31410
4831470,4,,040-901,040901,40901,0,125461745,166,Morton ISD,Morton,Morton Independent School District,4831470,DFW - LUBBOCK,,31470
4831500,7,,173-901,173901,173901,0,994042587,332,Motley County ISD,Motley County,Motley County Independent School District,4831500,DFW - LUBBOCK,,31500
4831560,7,,143-902,143902,143902,0.1978,96678098,770,Moulton ISD,Moulton,Moulton Independent School District,4831560,AUSTIN,,31560
4831620,1,,109-910,109910,109910,0.4561,77381612,781,Mount Calm ISD,Mount Calm,Mount Calm Independent School District,4831620,DFW,,31620
4831650,3,,201-907,201907,201907,0.3999,2018967284,512,Mount Enterprise ISD,Mount Enterprise,Mount Enterprise Independent School District,4831650,DFW,,31650
4831760,4,,225-902,225902,225902,0.297,1724857793,659,Mount Pleasant ISD,Mount Pleasant,Mount Pleasant Independent School District,4831760,DFW,,31760
4831770,5,,080-901,080901,80901,0.1604,543276745,379,Mount Vernon ISD,Mount Vernon,Mount Vernon Independent School District,4831770,DFW,,31770
4831860,7,,049-902,049902,49902,0.25,378723976,502,Muenster ISD,Muenster,Muenster Independent School District,4831860,DFW,,31860
4831890,6,,009-901,009901,9901,0.2159,144664784,290,Muleshoe ISD,Muleshoe,Muleshoe Independent School District,4831890,DFW - LUBBOCK,,31890
4831920,5,,167-902,167902,167902,0,155728984,454,Mullin ISD,Mullin,Mullin Independent School District,4831920,AUSTIN,,31920
4831950,6,,198-906,198906,198906,0,131292236,1017,Mumford ISD,Mumford,Mumford Independent School District,4831950,AUSTIN,,31950
4831970,6,,138-903,138903,138903,0.47,51100210,587,Munday Cons ISD,Munday Cons,Munday Consolidated Independent School District,4831970,DFW,,31970
4832010,5,,107-908,107908,107908,0,2672930091,112,Murchison ISD,Murchison,Murchison Independent School District,4832010,DFW,,32010
4832090,6,,174-904,174904,174904,0.29,416703485,818,Nacogdoches ISD,Nacogdoches,Nacogdoches Independent School District,4832090,HOUSTON,,32090
4832130,1,c,163-903,163903,163903,0.3295,1529557388,99,Natalia ISD,Natalia,Natalia Independent School District,4832130,SAN ANTONIO,1,32130
4832160,5,p,094-903,094903,94903,0.433,2555742879,283,Navarro ISD,Navarro,Navarro Independent School District,4832160,SAN ANTONIO,,32160
4832190,3,,093-904,093904,93904,0.3204,83820144,547,Navasota ISD,Navasota,Navasota Independent School District,4832190,HOUSTON,,32190
4832220,6,,035-903,035903,35903,0.13,152929035,265,Nazareth ISD,Nazareth,Nazareth Independent School District,4832220,DFW - LUBBOCK,,32220
4832250,6,,001-906,001906,1906,0.3382,480654489,531,Neches ISD,Neches,Neches Independent School District,4832250,HOUSTON,,32250
4832280,1,,123-905,123905,123905,0.3,1555676933,959,Nederland ISD,Nederland,Nederland Independent School District,4832280,HOUSTON,,32280
4832310,4,,079-906,079906,79906,0.3182,455184811,550,Needville ISD,Needville,Needville Independent School District,4832310,HOUSTON,,32310
4832340,6,,019-905,019905,19905,0.2326,8609521591,666,New Boston ISD,New Boston,New Boston Independent School District,4832340,DFW,,32340
4832370,3,p,046-901,046901,46901,0.3408,7986093978,189,New Braunfels ISD,New Braunfels,New Braunfels Independent School District,4832370,SAN ANTONIO,,32370
4832400,1,,170-908,170908,170908,0.5,509448463,249,New Caney ISD,New Caney,New Caney Independent School District,4832400,HOUSTON,,32400
4832430,4,,152-902,152902,152902,0.4494,319743804,68,New Deal ISD,New Deal,New Deal Independent School District,4832430,DFW - LUBBOCK,,32430
4832460,1,C,230-906,230906,230906,0.1249,166416181,171,New Diana ISD,New Diana,New Diana Independent School District,4832460,DFW,1,32460
4832490,3,,153-905,153905,153905,0.4929,99168592,51,New Home ISD,New Home,New Home Independent School District,4832490,DFW - LUBBOCK,,32490
4832610,7,,037-908,037908,37908,0.2758,707052035,656,New Summerfield ISD,New Summerfield,New Summerfield Independent School District,4832610,DFW,,32610
4832640,4,,236-901,236901,236901,0.19,97356910,417,New Waverly ISD,New Waverly,New Waverly Independent School District,4832640,HOUSTON,,32640
4832700,7,,252-902,252902,252902,0.43,336965814,135,Newcastle ISD,Newcastle,Newcastle Independent School District,4832700,DFW,,32700
4832730,1,,176-902,176902,176902,0.206,1778016159,437,Newton ISD,Newton,Newton Independent School District,4832730,UNCATEGORIZED,,32730
4832740,1,p,089-903,089903,89903,0.2854,343056617,763,Nixon-Smiley Cons ISD,Nixon-Smiley Cons,Nixon-Smiley Consolidated Independent School District,4832740,SAN ANTONIO,,32740
4832790,5,,169-902,169902,169902,0,1590823147,703,Nocona ISD,Nocona,Nocona Independent School District,4832790,DFW,,32790
4832880,2,,062-902,062902,62902,0.1045,410524011,87,Nordheim ISD,Nordheim,Nordheim Independent School District,4832880,SAN ANTONIO,,32880
4832910,6,,145-906,145906,145906,0.48,49020103948,641,Normangee ISD,Normangee,Normangee Independent School District,4832910,HOUSTON,,32910
4832940,2,c,015-910,015910,15910,0.3,150412643,915,North East ISD,North East,North East Independent School District,4832940,SAN ANTONIO,2,32940
4832970,1,,112-906,112906,112906,0.2315,1546221147,356,North Hopkins ISD,North Hopkins,North Hopkins Independent School District,4832970,DFW,,32970
4833010,2,,139-911,139911,139911,0.25,282099495,556,North Lamar ISD,North Lamar,North Lamar Independent School District,4833010,DFW,,33010
4833030,4,,154-903,154903,154903,0.17,74002225225,639,North Zulch ISD,North Zulch,North Zulch Independent School District,4833030,HOUSTON,,33030
4833090,2,c,244-905,244905,244905,0.3355,88482637,70,Northside ISD (Wilbarger),Northside (Wilbarger),Northside Independent School District,4833090,SAN ANTONIO,2,33090
4833120,6,c,015-915,015915,15915,0.3355,88482637,918,Northside ISD (Bexar),Northside (Bexar),Northside Independent School District,4833120,SAN ANTONIO,2,33120
4833180,4,,061-911,061911,61911,0.42,382863741,860,Northwest ISD,Northwest,Northwest Independent School District,4833180,DFW,,33180
4833240,7,,069-902,069902,69902,0.2854,173043686,200,Nueces Canyon Cons ISD,Nueces Canyon Cons,Nueces Canyon Consolidated Independent School District,4833240,DFW - LUBBOCK,,33240
4833270,4,,235-904,235904,235904,0.099,166020912,147,Nursery ISD,Nursery,Nursery Independent School District,4833270,SAN ANTONIO,,33270
4833340,2,,145-907,145907,145907,0.3977,518511770,528,Oakwood ISD,Oakwood,Oakwood Independent School District,4833340,AUSTIN,,33340
4833360,6,C,205-905,205905,205905,0.4578,122232105,305,Odem-Edroy ISD,Odem-Edroy,Odem-Edroy Independent School District,4833360,CORPUS CHRISTI,1,33360
4833390,5,,153-903,153903,153903,0.1844,248185846,53,O'Donnell ISD,O'Donnell,O'Donnell Independent School District,4833390,DFW - LUBBOCK,,33390
4833420,1,,050-904,050904,50904,0,26714159,777,Oglesby ISD,Oglesby,Oglesby Independent School District,4833420,AUSTIN,,33420
4833570,1,,200-906,200906,200906,0.0646,466679940,148,Olfen ISD,Olfen,Olfen Independent School District,4833570,UNCATEGORIZED,,33570
4833630,4,,252-903,252903,252903,0.19,140782398,589,Olney ISD,Olney,Olney Independent School District,4833630,DFW,,33630
4833660,4,,140-905,140905,140905,0,833550072,39,Olton ISD,Olton,Olton Independent School District,4833660,DFW - LUBBOCK,,33660
4833690,1,,187-910,187910,187910,0.1753,634853751,934,Onalaska ISD,Onalaska,Onalaska Independent School District,4833690,HOUSTON,,33690
4833720,5,,125-903,125903,125903,0.2662,731890979,228,Orange Grove ISD,Orange Grove,Orange Grove Independent School District,4833720,CORPUS CHRISTI,,33720
4833780,6,C,181-905,181905,181905,0.0784,208359269,970,Orangefield ISD,Orangefield,Orangefield Independent School District,4833780,HOUSTON,1,33780
4833840,4,,230-903,230903,230903,0.2467,105261941,56,Ore City ISD,Ore City,Ore City Independent School District,4833840,DFW,,33840
4833870,7,,201-908,201908,201908,0.319,163550983,719,Overton ISD,Overton,Overton Independent School District,4833870,DFW,,33870
4833900,5,,051-901,051901,51901,0,280038162,499,Paducah ISD,Paducah,Paducah Independent School District,4833900,DFW - LUBBOCK,,33900
4833960,2,,104-907,104907,104907,0.22,275312865,313,Paint Creek ISD,Paint Creek,Paint Creek Independent School District,4833960,UNCATEGORIZED,,33960
4833980,4,,048-903,048903,48903,0.27,1656071599,44,Paint Rock ISD,Paint Rock,Paint Rock Independent School District,4833980,AUSTIN,,33980
4834020,6,,158-905,158905,158905,0.3426,1408162800,225,Palacios ISD,Palacios,Palacios Independent School District,4834020,CORPUS CHRISTI,,34020
4834050,3,,001-907,001907,1907,0.31,515818506,535,Palestine ISD,Palestine,Palestine Independent School District,4834050,DFW,,34050
4834110,3,,070-910,070910,70910,0.295,924401290,127,Palmer ISD,Palmer,Palmer Independent School District,4834110,DFW,,34110
4834140,1,,182-906,182906,182906,0.0308,1206749924,515,Palo Pinto ISD,Palo Pinto,Palo Pinto Independent School District,4834140,DFW,,34140
4834170,1,,090-904,090904,90904,0.2392,564873619,954,Pampa ISD,Pampa,Pampa Independent School District,4834170,UNCATEGORIZED,,34170
4834230,5,,033-902,033902,33902,0,159542716,952,Panhandle ISD,Panhandle,Panhandle Independent School District,4834230,UNCATEGORIZED,,34230
4834260,2,,249-906,249906,249906,0.32,1289409611,274,Paradise ISD,Paradise,Paradise Independent School District,4834260,DFW,,34260
4834290,3,,139-909,139909,139909,0.249,20550277679,558,Paris ISD,Paris,Paris Independent School District,4834290,DFW,,34290
4834320,7,,101-917,101917,101917,0.34,273911770,17,Pasadena ISD,Pasadena,Pasadena Independent School District,4834320,HOUSTON,,34320
4834380,3,,063-906,063906,63906,0.4,87974658,86,Patton Springs ISD,Patton Springs,Patton Springs Independent School District,4834380,HOUSTON,,34380
4834410,5,p,013-902,013902,13902,0.2262,9921126377,539,Pawnee ISD,Pawnee,Pawnee Independent School District,4834410,SAN ANTONIO,,34410
4834440,2,,020-908,020908,20908,0.3481,1263216801,8,Pearland ISD,Pearland,Pearland Independent School District,4834440,HOUSTON,,34440
4834470,3,p,082-903,082903,82903,0.2841,776922239,407,Pearsall ISD,Pearsall,Pearsall Independent School District,4834470,SAN ANTONIO,,34470
4834500,2,,184-908,184908,184908,0.5,34424072983,340,Peaster ISD,Peaster,Peaster Independent School District,4834500,DFW,,34500
4834550,1,,195-901,195901,195901,0.2059,65407155,402,Pecos-Barstow-Toyah ISD,Pecos-Barstow-Toyah,Pecos-Barstow-Toyah Independent School District,4834550,UNCATEGORIZED,,34550
4834560,7,,109-914,109914,109914,0,418956676,774,Penelope ISD,Penelope,Penelope Independent School District,4834560,DFW,,34560
4834630,4,,119-903,119903,119903,0.149,1110681562,442,Perrin-Whitt Cons ISD,Perrin-Whitt Cons,Perrin-Whitt Consolidated Independent School District,4834630,DFW,,34630
4834650,5,,179-901,179901,179901,0.09,102890817,510,Perryton ISD,Perryton,Perryton Independent School District,4834650,UNCATEGORIZED,,34650
4834680,3,,095-904,095904,95904,0.5,152891998,734,Petersburg ISD,Petersburg,Petersburg Independent School District,4834680,DFW - LUBBOCK,,34680
4834710,5,,039-903,039903,39903,0.213,596869154,727,Petrolia Cons ISD,Petrolia Cons,Petrolia Consolidated Independent School District,4834710,DFW,,34710
4834770,3,,013-903,013903,13903,0.3277,338027065,536,Pettus ISD,Pettus,Pettus Independent School District,4834770,SAN ANTONIO,,34770
4834800,3,,172-905,172905,172905,0.0599,24987491329,674,Pewitt Cons ISD,Pewitt Cons,Pewitt Consolidated Independent School District,4834800,DFW,,34800
4834830,2,C,227-904,227904,227904,0.36,6234591013,797,Pflugerville ISD,Pflugerville,Pflugerville Independent School District,4834830,AUSTIN,2,34830
4834860,7,,108-909,108909,108909,0.2091,1406096361,390,Pharr-San Juan-Alamo ISD,Pharr-San Juan-Alamo,Pharr-San Juan-Alamo Independent School District,4834860,CORPUS CHRISTI,,34860
4834920,2,,061-903,061903,61903,0.2687,1976280634,997,Pilot Point ISD,Pilot Point,Pilot Point Independent School District,4834920,DFW,,34920
4834980,7,,092-904,092904,92904,0.3019,1186523351,385,Pine Tree ISD,Pine Tree,Pine Tree Independent School District,4834980,DFW,,34980
4835010,2,,032-902,032902,32902,0.2,2549687547,239,Pittsburg ISD,Pittsburg,Pittsburg Independent School District,4835010,DFW,,35010
4835040,7,,251-902,251902,251902,0.4609,1314034584,507,Plains ISD,Plains,Plains Independent School District,4835040,DFW - LUBBOCK,,35040
4835070,2,,095-905,095905,95905,0.3223,67521084098,378,Plainview ISD,Plainview,Plainview Independent School District,4835070,DFW - LUBBOCK,,35070
4835100,3,,043-910,043910,43910,0.2373,1081024826,1005,Plano ISD,Plano,Plano Independent School District,4835100,DFW,,35100
4835130,6,,019-912,019912,19912,0.365,2640778106,568,Pleasant Grove ISD,Pleasant Grove,Pleasant Grove Independent School District,4835130,DFW,,35130
4835190,3,,007-905,007905,7905,0,91627995,894,Pleasanton ISD,Pleasanton,Pleasanton Independent School District,4835190,DFW - LUBBOCK,,35190
4835250,1,,031-909,031909,31909,0.0508,1263317831,411,Point Isabel ISD,Point Isabel,Point Isabel Independent School District,4835250,CORPUS CHRISTI,,35250
4835310,2,,061-906,061906,61906,0.3731,537044703,850,Ponder ISD,Ponder,Ponder Independent School District,4835310,DFW,,35310
4835340,5,,184-901,184901,184901,0.2,5973959576,295,Poolville ISD,Poolville,Poolville Independent School District,4835340,DFW,,35340
4835370,6,,178-908,178908,178908,0.0746,6468872087,108,Port Aransas ISD,Port Aransas,Port Aransas Independent School District,4835370,CORPUS CHRISTI,,35370
4835400,5,,123-907,123907,123907,0.5763,3146290837,968,Port Arthur ISD,Port Arthur,Port Arthur Independent School District,4835400,HOUSTON,,35400
4835430,3,,123-908,123908,123908,0.3382,480654489,969,Port Neches-Groves ISD,Port Neches-Groves,Port Neches-Groves Independent School District,4835430,HOUSTON,,35430
4835490,2,,085-902,085902,85902,0.57,596960921,731,Post ISD,Post,Post Independent School District,4835490,DFW - LUBBOCK,,35490
4835520,4,p,007-906,007906,7906,0.3466,493082796,896,Poteet ISD,Poteet,Poteet Independent School District,4835520,SAN ANTONIO,,35520
4835550,5,p,247-904,247904,247904,0.2367,1551072432,176,Poth ISD,Poth,Poth Independent School District,4835550,SAN ANTONIO,,35550
4835560,6,,188-903,188903,188903,0.17,1957884636,130,Highland Park ISD (Potter),Highland Park (Potter),Highland Park Independent School District,4835560,DFW,,35560
4835570,2,,188-904,188904,188904,0.4385,121344853,472,Bushland ISD,Bushland,Bushland Independent School District,4835570,UNCATEGORIZED,,35570
4835580,6,,091-913,091913,91913,0.2675,259063243,678,Pottsboro ISD,Pottsboro,Pottsboro Independent School District,4835580,DFW,,35580
4835700,2,,028-906,028906,28906,0.2797,115993623,163,Prairie Lea ISD,Prairie Lea,Prairie Lea Independent School District,4835700,AUSTIN,,35700
4835730,3,,169-909,169909,169909,0,512814307,704,Prairie Valley ISD,Prairie Valley,Prairie Valley Independent School District,4835730,DFW,,35730
4835740,7,,139-912,139912,139912,0.2404,169549705,560,Prairiland ISD,Prairiland,Prairiland Independent School District,4835740,DFW,,35740
4835760,1,,125-905,125905,125905,0.4218,218577336,185,Premont ISD,Premont,Premont Independent School District,4835760,CORPUS CHRISTI,,35760
4835800,6,,189-902,189902,189902,0.2013,76445184,524,Presidio ISD,Presidio,Presidio Independent School District,4835800,UNCATEGORIZED,,35800
4835820,2,,167-904,167904,167904,0.1023,4081122601,24,Priddy ISD,Priddy,Priddy Independent School District,4835820,AUSTIN,,35820
4835850,3,,043-911,043911,43911,0.5,160479762,994,Princeton ISD,Princeton,Princeton Independent School District,4835850,DFW,,35850
4835890,5,,098-903,098903,98903,0.1281,276992615,149,Pringle-Morse Cons ISD,Pringle-Morse Cons,Pringle-Morse Consolidated Independent School District,4835890,UNCATEGORIZED,,35890
4835910,4,,108-910,108910,108910,0.4518,19227804736,462,Progreso ISD,Progreso,Progreso Independent School District,4835910,CORPUS CHRISTI,,35910
4836000,5,,043-912,043912,43912,0.5,391126401,1004,Prosper ISD,Prosper,Prosper Independent School District,4836000,DFW,,36000
4836180,2,,099-903,099903,99903,0,566537196,101,Quanah ISD,Quanah,Quanah Independent School District,4836180,DFW,,36180
4836210,3,,034-907,034907,34907,0.0487,1624181217,667,Queen City ISD,Queen City,Queen City Independent School District,4836210,DFW,,36210
4836240,5,,116-908,116908,116908,0.1,652069269,839,Quinlan ISD,Quinlan,Quinlan Independent School District,4836240,DFW,,36240
4836300,4,,250-904,250904,250904,0.1414,946814118,618,Quitman ISD,Quitman,Quitman Independent School District,4836300,DFW,,36300
4836360,4,,190-903,190903,190903,0.0874,127351843,617,Rains ISD,Rains,Rains Independent School District,4836360,DFW,,36360
4836390,7,,054-903,054903,54903,0,30467609,733,Ralls ISD,Ralls,Ralls Independent School District,4836390,DFW - LUBBOCK,,36390
4836420,7,,066-005,066005,66005,0,192625868,150,Ramirez CSD,Ramirez CSD,Ramirez Common School District,4836420,CORPUS CHRISTI,,36420
4836450,1,,015-906,015906,15906,0,0,913,Randolph Field ISD,Randolph Field,Randolph Field Independent School District,4836450,UNCATEGORIZED,,36450
4836480,7,P,067-907,067907,67907,0.35,432886521,496,Ranger ISD,Ranger,Ranger Independent School District,4836480,AUSTIN,,36480
4836510,1,,231-902,231902,231902,0.1866,426302782,595,Rankin ISD,Rankin,Rankin Independent School District,4836510,UNCATEGORIZED,,36510
4836540,5,,245-903,245903,245903,0.1593,8683700933,471,Raymondville ISD,Raymondville,Raymondville Independent School District,4836540,CORPUS CHRISTI,,36540
4836570,3,,192-901,192901,192901,0.12,265872284,594,Reagan County ISD,Reagan County,Reagan County Independent School District,4836570,UNCATEGORIZED,,36570
4836630,7,,019-911,019911,19911,0.2356,3581097693,566,Red Lick ISD,Red Lick,Red Lick Independent School District,4836630,DFW,,36630
4836660,7,,070-911,070911,70911,0.3481,308979656,118,Red Oak ISD,Red Oak,Red Oak Independent School District,4836660,DFW,,36660
4836750,1,,019-906,019906,19906,0.1785,448694175,668,Redwater ISD,Redwater,Redwater Independent School District,4836750,DFW,,36750
4836780,5,,196-903,196903,196903,0.29,227709791,211,Refugio ISD,Refugio,Refugio Independent School District,4836780,CORPUS CHRISTI,,36780
4836930,7,,137-902,137902,137902,0,1004759958,425,Ricardo ISD,Ricardo,Ricardo Independent School District,4836930,CORPUS CHRISTI,,36930
4836960,1,,175-911,175911,175911,0.4097,260376173,292,Rice ISD,Rice,Rice Independent School District,4836960,DFW,,36960
4836970,7,,045-903,045903,45903,0.4097,260376173,199,Rice Cons ISD,Rice Cons,Rice Consolidated Independent School District,4836970,DFW,,36970
4836990,1,,093-905,093905,93905,0.35,125308986,222,Richards ISD,Richards,Richards Independent School District,4836990,DFW,,36990
4837020,7,,057-916,057916,57916,0.35,125308986,974,Richardson ISD,Richardson,Richardson Independent School District,4837020,DFW,,37020
4837080,1,,206-902,206902,206902,0.4,87974658,107,Richland Springs ISD,Richland Springs,Richland Springs Independent School District,4837080,HOUSTON,,37080
4837110,7,,161-912,161912,161912,0.3791,1720054641,790,Riesel ISD,Riesel,Riesel Independent School District,4837110,AUSTIN,,37110
4837140,5,,214-901,214901,214901,0,0,927,Rio Grande City Grulla ISD,Rio Grande City Grulla,Rio Grande City Grulla Independent School District,4837140,UNCATEGORIZED,,37140
4837170,5,p,031-911,031911,31911,0.26,343784324,409,Rio Hondo ISD,Rio Hondo,Rio Hondo Independent School District,4837170,SAN ANTONIO,,37170
4837200,3,,126-907,126907,126907,0.3557,71551237,434,Rio Vista ISD,Rio Vista,Rio Vista Independent School District,4837200,DFW,,37200
4837230,7,,067-908,067908,67908,0,315993209,81,Rising Star ISD,Rising Star,Rising Star Independent School District,4837230,AUSTIN,,37230
4837260,3,,188-902,188902,188902,0.26,318162967,129,River Road ISD,River Road,River Road Independent School District,4837260,UNCATEGORIZED,,37260
4837320,5,,137-903,137903,137903,0,351759473,229,Riviera ISD,Riviera,Riviera Independent School District,4837320,CORPUS CHRISTI,,37320
4837380,1,,041-902,041902,41902,0.42,990941167,288,Robert Lee ISD,Robert Lee,Robert Lee Independent School District,4837380,UNCATEGORIZED,,37380
4837410,2,,161-922,161922,161922,0.1814,778281291,831,Robinson ISD,Robinson,Robinson Independent School District,4837410,AUSTIN,,37410
4837440,1,,178-909,178909,178909,0.52,275379290,114,Robstown ISD,Robstown,Robstown Independent School District,4837440,CORPUS CHRISTI,,37440
4837470,2,,076-903,076903,76903,0.285,170733113,302,Roby Cons ISD,Roby Cons,Roby Consolidated Independent School District,4837470,DFW - LUBBOCK,,37470
4837500,6,,160-904,160904,160904,0,759643818,326,Rochelle ISD,Rochelle,Rochelle Independent School District,4837500,AUSTIN,,37500
4837590,1,,166-904,166904,166904,0.3619,4788549058,625,Rockdale ISD,Rockdale,Rockdale Independent School District,4837590,AUSTIN,,37590
4837650,7,,199-901,199901,199901,0.36,280502888,841,Rockwall ISD,Rockwall,Rockwall Independent School District,4837650,DFW,,37650
4837710,7,,014-907,014907,14907,0.3934,817048859,645,Rogers ISD,Rogers,Rogers Independent School District,4837710,AUSTIN,,37710
4837740,1,,214-903,214903,214903,0.3816,306864152,925,Roma ISD,Roma,Roma Independent School District,4837740,CORPUS CHRISTI,,37740
4837800,3,,152-908,152908,152908,0.19,204159714,739,Roosevelt ISD,Roosevelt,Roosevelt Independent School District,4837800,DFW - LUBBOCK,,37800
4837830,2,,110-905,110905,110905,0.3447,375464251,57,Ropes ISD,Ropes,Ropes Independent School District,4837830,DFW - LUBBOCK,,37830
4837860,1,,177-901,177901,177901,0.0507,379423662,361,Roscoe Collegiate ISD,Roscoe Collegiate,Roscoe Collegiate Independent School District,4837860,DFW - LUBBOCK,,37860
4837900,5,,073-905,073905,73905,0.2345,457137122,772,Rosebud-Lott ISD,Rosebud-Lott,Rosebud-Lott Independent School District,4837900,AUSTIN,,37900
4838040,7,,076-904,076904,76904,0.275,53169724991,362,Rotan ISD,Rotan,Rotan Independent School District,4838040,DFW - LUBBOCK,,38040
4838080,4,P,246-909,246909,246909,0.208,784656024,979,Round Rock ISD,Round Rock,Round Rock Independent School District,4838080,AUSTIN,,38080
4838100,4,,075-908,075908,75908,0.041,3446296673,140,Round Top-Carmine ISD,Round Top-Carmine,Round Top-Carmine Independent School District,4838100,AUSTIN,,38100
4838190,6,,237-905,237905,237905,0.3588,4503406364,551,Royal ISD,Royal,Royal Independent School District,4838190,HOUSTON,,38190
4838220,3,,199-902,199902,199902,0.5,108672821,838,Royse City ISD,Royse City,Royse City Independent School District,4838220,DFW,,38220
4838280,4,,104-903,104903,104903,0,710096877,314,Rule ISD,Rule,Rule Independent School District,4838280,UNCATEGORIZED,,38280
4838310,1,,128-903,128903,128903,0.45,544700809,541,Runge ISD,Runge,Runge Independent School District,4838310,SAN ANTONIO,,38310
4838360,6,,037-907,037907,37907,0.32,211961710,311,Rusk ISD,Rusk,Rusk Independent School District,4838360,DFW,,38360
